#,Player,Nation,Position,Team,League,Age,Born,90s,TotPass,PassAtt,TotDist,PrgDist,ShortPass,ShortPassAtt,MedPass,MedPassAtt,LongPass,LongPassAtt,Asissts,Goals,Shoots,SoT,FreeKicks,SCA,PassLiveToShoot,PassDeadToShoot,DribToShoot,ShootToShoot,FoulToShoot,DefToShoot,GCA,PassLiveToGoal,PassDeadToGoal,DribToGoal,ShootToGoal,FoulToGoal,DefToGoal
125,Tolgay Arslan\963a328b,de GER,MF,Udinese,it Serie A,30,1990,18.4,547,681,9973,2507,235,273,230,265,67,106,0,1,23,9,1,46,27,7,0,4,6,2,7,2,0,0,2,3,0
126,Arthur\a820e429,br BRA,FW,Fiorentina,it Serie A,23,1998,8.3,114,144,2020,249,59,70,42,51,11,15,2,2,23,8,0,16,11,0,3,1,1,0,5,3,0,1,1,0,0
127,Santiago Arzamendia\759d8dd7,py PAR,MFDF,Cádiz,es La Liga,23,1998,5.2,109,170,1801,516,51,63,43,58,9,37,0,1,6,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
128,Takuma Asano\13ddc856,jp JPN,FWMF,Bochum,de Bundesliga,26,1994,17.9,263,378,3900,1239,131,172,102,135,14,30,4,3,32,11,0,43,31,0,3,3,4,2,5,4,0,0,0,1,0
129,Santiago Ascacíbar\e26fcca3,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,26.4,978,1182,16726,4647,476,561,382,434,95,131,1,0,13,1,0,30,26,0,1,1,1,1,1,1,0,0,0,0,0
130,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,es La Liga,32,1989,6.0,183,222,4919,2700,34,34,89,90,60,97,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Alejandro Asensio\b4c23f36,es ESP,FW,Rayo Vallecano,es La Liga,20,2000,0.1,7,8,172,51,3,4,2,2,2,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
132,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,es La Liga,25,1996,19.2,740,904,12641,2393,391,438,243,275,85,146,0,10,64,31,1,65,41,10,3,8,2,1,7,3,0,1,2,0,1
133,Harrison Ashby\b391383a,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,7,8,142,18,2,2,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,it Serie A,20,2001,8.4,156,228,2447,879,84,103,55,75,12,33,0,0,7,0,0,7,6,0,1,0,0,0,1,1,0,0,0,0,0
135,Fisnik Asllani\35f67a30,xk KVX,MFFW,Hoffenheim,de Bundesliga,18,2002,0.1,6,8,89,13,4,4,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
136,Kristjan Asllani\0fdcef0e,al ALB,MF,Empoli,it Serie A,19,2002,15.0,617,746,13290,3458,208,233,284,313,119,186,1,1,16,6,2,28,19,3,1,2,1,2,2,2,0,0,0,0,0
137,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,976,1357,15428,2883,558,679,274,383,95,180,5,18,84,37,7,113,89,7,4,7,6,0,15,10,0,1,4,0,0
138,Lorenz Assignon\b026bbf6,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,311,387,5548,1363,138,161,134,153,30,52,2,0,6,4,0,18,13,0,1,3,1,0,2,2,0,0,0,0,0
139,Simon Asta\dfc85b89,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,287,401,5377,2378,123,145,117,158,43,78,0,0,3,0,0,8,5,3,0,0,0,0,1,0,1,0,0,0,0
140,Youcef Atal\6a827d8e,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,559,729,9314,3348,292,319,206,257,55,118,1,2,14,5,0,26,17,0,3,1,2,3,3,2,0,0,0,1,0
141,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,eng Premier League,32,1989,11.5,145,205,2016,383,94,117,40,62,8,14,1,4,33,16,0,23,14,0,1,5,3,0,3,2,0,0,1,0,0
142,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Barcelona,es La Liga,32,1989,12.0,184,244,2668,265,103,136,63,79,6,9,1,11,38,20,0,15,12,0,0,2,0,1,2,2,0,0,0,0,0
143,Emil Audero\649b01d8,it ITA,GK,Sampdoria,it Serie A,24,1997,28.4,693,999,23435,14943,103,103,258,264,331,630,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0
144,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,1062,1384,20037,8766,414,481,518,624,117,214,1,1,7,2,0,41,32,3,2,1,1,2,2,2,0,0,0,0,0
145,Jean-Kévin Augustin\97bfa797,fr FRA,FWMF,Nantes,fr Ligue 1,24,1997,0.9,15,18,199,31,10,11,3,5,1,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
146,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,es La Liga,27,1994,8.8,452,560,7974,2619,214,230,182,205,50,107,1,0,4,2,0,14,8,5,0,0,0,1,1,0,1,0,0,0,0
147,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,627,734,11498,3965,250,282,302,343,64,86,1,0,11,2,0,13,12,1,0,0,0,0,1,1,0,0,0,0,0
148,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Osasuna,es La Liga,27,1994,20.8,307,545,6178,1873,128,191,119,191,53,122,1,6,60,15,4,37,22,4,0,3,6,2,6,3,1,0,0,1,1
149,Taiwo Awoniyi\e5478b87,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,334,484,5185,1358,177,230,118,167,22,39,1,15,66,30,0,55,40,0,5,7,2,1,5,1,0,2,0,1,1
150,Ramzi Aya\6a1f66a7,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,18,28,386,153,5,6,9,14,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,eng Premier League,29,1991,22.4,570,745,8666,1732,326,368,197,245,33,79,3,3,35,8,1,47,31,1,1,3,8,3,6,4,0,0,0,1,1
152,Kaan Ayhan\2200181e,tr TUR,DF,Sassuolo,it Serie A,26,1994,15.0,788,869,17190,6225,259,271,367,391,154,195,0,1,5,1,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0
153,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,1218,1558,25686,10984,440,500,554,648,214,366,2,2,19,3,0,22,16,0,0,6,0,0,3,0,0,0,3,0,0
154,Karim Azamoum\eaf71a5e,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,108,145,2155,843,38,43,53,65,16,34,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Sardar Azmoun\10549b49,ir IRN,FWMF,Leverkusen,de Bundesliga,26,1995,4.0,80,112,1264,347,43,53,29,42,7,8,1,1,10,4,0,11,10,0,0,0,0,1,2,1,0,0,0,0,1
156,César Azpilicueta\53cad200,es ESP,DF,Chelsea,eng Premier League,31,1989,23.0,1442,1713,24337,9312,707,779,628,709,95,176,2,1,13,4,0,44,41,0,2,1,0,0,8,6,0,1,1,0,0
157,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,es La Liga,25,1996,21.5,623,775,12803,3801,213,254,280,324,117,162,0,2,22,8,0,18,15,0,0,2,0,1,1,1,0,0,0,0,0
158,Carlos Bacca\09a9e921,co COL,FW,Granada,es La Liga,34,1986,5.7,71,109,1137,273,34,45,25,41,7,12,1,0,9,2,0,13,9,0,0,2,2,0,2,1,0,0,0,1,0
159,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,eng Premier League,27,1994,12.0,211,357,8151,5656,21,21,79,82,111,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Loïc Bade\114bbdee,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,652,708,15371,4108,149,158,341,364,160,184,1,0,7,0,0,3,1,0,0,2,0,0,1,0,0,0,1,0,0
161,Milan Badelj\e8c930bb,hr CRO,MF,Genoa,it Serie A,32,1989,31.6,1262,1601,24623,7800,480,563,590,698,170,280,0,1,22,5,0,63,55,0,0,1,3,4,2,1,0,0,0,1,0
162,Édgar Badía\e4346678,es ESP,GK,Elche,es La Liga,29,1992,24.0,560,829,19657,13179,84,86,201,203,274,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,fr Ligue 1,20,2001,20.4,1205,1347,25717,7994,343,365,651,697,204,270,0,1,14,4,0,10,8,0,0,1,1,0,0,0,0,0,0,0,0
164,Youssouph Badji\6a2b9aee,sn SEN,FW,Brest,fr Ligue 1,19,2001,1.5,26,38,273,52,19,24,4,9,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
165,Miguel Baeza\a98f3cbf,es ESP,DF,Celta Vigo,es La Liga,21,2000,0.0,4,5,68,10,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Nicola Bagnolini\ad263695,it ITA,GK,Bologna,it Serie A,17,2004,0.0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Issa Bah\956a78ea,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,5,6,81,15,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,fr Ligue 1,29,1992,12.2,168,220,2322,323,96,122,40,48,14,20,1,3,24,14,0,14,11,0,0,1,1,1,1,1,0,0,0,0,0
169,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,eng Premier League,23,1997,8.5,149,224,2621,580,71,83,52,74,20,45,2,1,21,8,4,21,15,1,2,1,2,0,3,2,0,1,0,0,0
170,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,64,80,1365,459,24,26,26,30,14,22,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
171,Dénys Bain\5065d67d,fr FRA,DF,Brest,fr Ligue 1,28,1993,2.0,79,82,1741,557,20,21,42,43,16,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,5.7,130,185,3777,2594,35,36,47,47,47,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Nedim Bajrami\f42d6c13,al ALB,MFFW,Empoli,it Serie A,22,1999,22.8,628,884,10783,3484,334,382,207,273,74,176,5,6,51,18,8,98,64,20,7,4,1,2,6,5,0,0,1,0,0
174,Cédric Bakambu\0af4dcf0,cd COD,FW,Marseille,fr Ligue 1,30,1991,4.0,52,69,862,181,32,41,12,19,7,7,0,4,19,8,0,13,12,0,1,0,0,0,3,3,0,0,0,0,0
175,Abdoulaye Bakayoko\ee95585f,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,3.4,93,131,1699,697,36,45,42,46,12,34,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
176,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,it Serie A,26,1994,5.6,276,312,4940,933,129,148,105,114,35,40,0,0,4,0,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0
177,Mitchel Bakker\a8567629,nl NED,DF,Leverkusen,de Bundesliga,21,2000,20.2,1011,1222,16674,6302,509,560,399,463,81,148,4,0,9,2,0,31,28,0,1,0,2,0,5,5,0,0,0,0,0
178,Ridle Baku\442b56fa,de GER,DFFW,Wolfsburg,de Bundesliga,23,1998,27.2,1019,1328,19386,6843,420,498,453,565,136,224,5,3,37,8,0,73,57,3,6,3,4,0,7,5,0,0,1,1,0
179,Dilane Bakwa\2b5a35e5,fr FRA,FWDF,Bordeaux,fr Ligue 1,18,2002,0.5,9,14,150,60,4,6,4,5,1,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
180,Tommaso Baldanzi\102e2599,it ITA,FW,Empoli,it Serie A,18,2003,0.2,5,7,63,0,4,5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
181,Alejandro Balde\5ccc9672,es ESP,DFFW,Barcelona,es La Liga,17,2003,2.1,140,152,2156,435,73,73,58,64,5,9,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
182,Ibrahima Baldé\a30cb0d4,fr FRA,FWMF,Lens,fr Ligue 1,18,2003,0.6,8,11,108,20,4,5,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
183,Keita Baldé\509a4ccb,sn SEN,FWMF,Cagliari,it Serie A,26,1995,13.7,199,269,2812,429,110,139,62,80,12,18,1,3,26,9,0,22,14,0,1,3,3,1,2,1,0,0,0,1,0
184,Gareth Bale\a58bb1e1,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,48,64,784,203,24,30,20,24,3,7,0,1,15,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
185,Mikel Balenziaga\1fe67e86,es ESP,DF,Athletic Club,es La Liga,33,1988,22.5,766,1004,12992,5167,372,416,317,409,59,136,0,0,6,2,0,20,15,2,1,1,1,0,1,0,0,0,0,1,0
186,Leonardo Balerdi\7c3ed041,ar ARG,DF,Marseille,fr Ligue 1,22,1999,10.6,747,809,15426,3973,243,254,382,398,117,147,0,0,2,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0
187,Iván Balliu\cee88597,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35.0,1373,1796,26205,12003,584,654,579,726,188,340,2,1,15,3,0,77,57,12,2,1,3,2,5,5,0,0,0,0,0
188,Fodé Ballo-Touré\f449640d,sn SEN,DF,Milan,it Serie A,24,1997,5.0,231,273,3909,1087,105,113,101,119,20,27,0,0,3,1,0,8,8,0,0,0,0,0,1,1,0,0,0,0,0
189,Folarin Balogun\31822f8c,eng ENG,FW,Arsenal,eng Premier League,20,2001,0.8,4,8,60,6,2,4,2,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Abdoulaye Bamba\7fecbcdb,ci CIV,DF,Angers,fr Ligue 1,31,1990,5.1,148,187,2363,1056,79,83,59,74,8,19,0,0,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
191,Jonathan Bamba\b2bd0f6c,fr FRA,MFFW,Lille,fr Ligue 1,25,1996,27.0,868,1149,14153,4853,494,581,254,302,90,188,2,1,51,12,2,84,43,26,4,2,6,3,5,4,0,0,0,1,0
192,Patrick Bamford\93feac6e,eng ENG,FW,Leeds United,eng Premier League,27,1993,6.2,85,103,1349,211,48,53,26,31,9,13,2,2,20,5,0,12,9,0,1,0,1,1,3,2,0,1,0,0,0
193,Filippo Bandinelli\d44360be,it ITA,MF,Empoli,it Serie A,26,1995,21.7,572,756,10088,3488,285,316,217,277,59,123,3,2,40,12,0,52,46,2,1,2,1,0,4,4,0,0,0,0,0
194,Mattia Bani\0821331c,it ITA,DF,Genoa,it Serie A,27,1993,13.5,337,459,7310,2791,93,106,178,218,61,123,0,0,9,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0
195,Simon Banza\be47b750,fr FRA,FW,Lens,fr Ligue 1,24,1996,1.4,20,29,369,77,11,16,6,7,2,4,1,1,6,4,0,4,3,0,0,0,0,1,2,1,0,0,0,0,1
196,Shandon Baptiste\2886c9b5,gd GRN,MF,Brentford,eng Premier League,23,1998,10.1,254,305,4349,887,126,142,93,109,27,39,1,1,12,4,0,17,13,0,1,1,0,2,2,1,0,0,0,0,1
197,Antonín Barák\01efac19,cz CZE,FWMF,Hellas Verona,it Serie A,26,1994,26.0,890,1109,13384,3772,490,569,316,381,49,76,4,11,48,20,2,62,52,0,4,4,2,0,10,7,0,1,1,1,0
198,Barbero\981c1863,es ESP,MFFW,Osasuna,es La Liga,22,1998,0.2,6,13,63,0,6,11,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
199,Danilo Barbosa\0557ff4f,br BRA,DF,Nice,fr Ligue 1,25,1996,1.0,33,41,677,148,8,9,20,22,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Barcia\0c717ae6,es ESP,DF,Granada,es La Liga,20,2000,0.8,8,22,180,2,2,3,4,11,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Bradley Barcola\a0d55a09,fr FRA,FWMF,Lyon,fr Ligue 1,18,2002,2.9,62,87,803,305,38,48,15,20,3,6,1,0,5,2,0,15,10,0,3,1,0,1,3,2,0,0,0,0,1
202,Melvin Bard\1ddbc7ca,fr FRA,DF,Nice,fr Ligue 1,20,2000,28.8,1519,1866,26756,10217,688,760,663,788,143,247,2,2,5,2,0,43,40,1,0,0,0,2,6,6,0,0,0,0,0
203,Enis Bardhi\cac2537b,mk MKD,MFFW,Levante,es La Liga,26,1995,18.9,531,750,9680,2927,253,291,179,239,76,161,3,3,41,7,9,75,40,19,2,8,6,0,4,3,1,0,0,0,0
204,Francesco Bardi\0acda699,it ITA,GK,Bologna,it Serie A,29,1992,2.0,34,50,906,527,10,10,11,11,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Keidi Bare\03049c8c,al ALB,MF,Espanyol,es La Liga,23,1997,16.5,750,872,13839,3336,322,350,313,353,98,135,1,1,5,1,0,21,19,0,1,0,1,0,2,1,0,0,0,1,0
206,Nicolò Barella\6928979a,it ITA,MF,Inter,it Serie A,24,1997,32.4,1544,1848,26685,8479,792,873,555,639,164,249,11,3,68,12,0,131,105,1,10,6,6,3,20,17,0,1,1,1,0
207,Kike Barja\aad53e64,es ESP,MFFW,Osasuna,es La Liga,24,1997,9.6,263,382,4674,1140,128,159,97,134,31,62,0,2,17,6,0,22,15,0,0,2,3,2,3,1,0,0,1,1,0
208,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,eng Premier League,27,1993,2.0,105,127,1714,381,59,64,30,38,12,15,0,1,9,4,0,18,12,3,2,0,1,0,3,3,0,0,0,0,0
209,Aymen Barkok\a2a85828,ma MAR,MFFW,Eint Frankfurt,de Bundesliga,23,1998,1.8,52,71,982,497,21,27,22,29,7,11,0,0,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
210,Ashley Barnes\2691c772,eng ENG,FW,Burnley,eng Premier League,31,1989,9.0,130,199,1877,537,79,105,37,59,9,18,0,1,15,5,0,21,15,0,0,2,3,1,1,1,0,0,0,0,0
211,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,eng Premier League,23,1997,23.3,557,751,8019,2337,336,405,179,245,24,53,10,6,67,24,0,57,45,0,8,2,2,0,13,11,0,0,2,0,0
212,Antonio Barragán\487d9b09,es ESP,DF,Elche,es La Liga,34,1987,11.3,426,537,8461,3920,137,149,228,265,54,106,0,0,1,0,0,10,8,1,0,0,1,0,2,2,0,0,0,0,0
213,Leandro Barreiro Martins\00242b75,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,19.9,399,546,6232,1913,208,257,150,203,28,47,2,1,32,9,0,37,21,0,0,5,7,4,4,2,0,0,0,2,0
214,Ander Barrenetxea\200e89e1,es ESP,FWMF,Real Sociedad,es La Liga,19,2001,6.1,136,187,2121,569,70,86,49,64,10,16,1,1,8,2,0,16,12,0,3,0,1,0,3,2,0,1,0,0,0
215,Jacob Barrett Laursen\c0d3bd23,dk DEN,DF,Arminia,de Bundesliga,26,1994,18.1,563,790,10835,4285,233,274,239,308,84,164,0,2,8,4,0,15,8,7,0,0,0,0,1,1,0,0,0,0,0
216,Musa Barrow\e5bf73f3,gm GAM,FWMF,Bologna,it Serie A,22,1998,23.7,714,939,12879,3087,371,415,225,292,101,197,6,6,72,28,3,86,67,10,4,2,2,1,10,8,1,0,1,0,0
217,Abdourahmane Barry\8df328f4,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,2.3,88,115,1685,743,37,41,33,41,13,22,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
218,Marc Bartra\b742cc0d,es ESP,DF,Betis,es La Liga,30,1991,22.1,919,1108,21052,6768,238,261,489,526,184,303,0,1,15,3,0,11,8,2,0,1,0,0,0,0,0,0,0,0,0
219,Daniele Baselli\ea06dd97,it ITA,MFFW,Torino,it Serie A,29,1992,1.7,64,87,1228,364,24,33,29,36,10,14,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
220,Daniele Baselli\ea06dd97,it ITA,MF,Cagliari,it Serie A,29,1992,3.2,111,150,2144,746,47,59,44,52,17,32,1,0,5,0,0,14,8,3,0,2,0,1,2,1,1,0,0,0,0
221,Toma Bašić\80556f08,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,2.3,74,101,1460,379,29,32,33,38,11,28,1,0,2,0,1,6,2,3,1,0,0,0,1,0,1,0,0,0,0
222,Toma Bašić\80556f08,hr CRO,MF,Lazio,it Serie A,24,1996,10.9,383,453,6191,961,198,218,152,175,25,41,2,0,16,11,2,9,5,1,1,2,0,0,3,1,1,0,1,0,0
223,Amine Bassi\ced1d98f,fr FRA,MF,Metz,fr Ligue 1,23,1997,2.0,86,119,1605,574,39,50,34,39,12,25,0,0,4,1,0,12,4,6,0,0,2,0,0,0,0,0,0,0,0
224,Álvaro Bastida\42a028c5,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,42,53,733,86,22,25,15,16,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Alessandro Bastoni\75b86fb3,it ITA,DF,Inter,it Serie A,22,1999,25.7,1601,1798,32217,9679,590,637,733,789,249,318,2,1,9,2,0,32,28,0,2,0,1,1,4,4,0,0,0,0,0
226,Simone Bastoni\1ac232b8,it ITA,MFDF,Spezia,it Serie A,24,1996,25.4,888,1210,16699,6849,401,460,339,418,125,266,3,3,28,6,0,73,46,19,2,2,2,2,5,3,1,0,1,0,0
227,Lewis Bate\cd4256d3,eng ENG,MF,Leeds United,eng Premier League,18,2002,1.6,41,54,556,138,26,32,10,12,2,5,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
228,Rodrigo Battaglia\d637fc22,ar ARG,MF,Mallorca,es La Liga,30,1991,13.1,435,526,7253,2094,215,236,158,191,49,72,0,0,5,1,0,14,11,0,1,0,2,0,0,0,0,0,0,0,0
229,Maximilian Bauer\44a20f0c,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,18.8,721,869,16775,4870,159,183,400,434,156,235,0,0,6,1,0,8,7,0,0,1,0,0,0,0,0,0,0,0,0
230,Oliver Baumann\47064058,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33.0,1210,1521,30395,16278,321,324,549,555,322,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Timo Baumgartl\bd7d2e6d,de GER,DF,Union Berlin,de Bundesliga,25,1996,24.1,937,1167,20617,7590,259,303,495,562,176,286,2,1,13,4,0,16,10,1,0,4,0,1,2,1,0,0,1,0,0
232,Julian Baumgartlinger\69374ff5,at AUT,MF,Leverkusen,de Bundesliga,33,1988,1.0,58,66,1080,186,23,25,24,26,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Christoph Baumgartner\437f2b00,at AUT,MFFW,Hoffenheim,de Bundesliga,21,1999,21.0,542,753,9417,2514,251,314,209,275,64,115,2,7,42,17,0,47,37,0,3,1,4,2,5,4,0,0,0,0,1
234,Jon Bautista\debc6b55,es ESP,FWMF,Real Sociedad,es La Liga,26,1995,0.5,6,8,81,21,4,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Mohamed Bayo\01870104,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,26.8,398,544,6098,1090,205,273,147,187,27,38,5,14,62,26,0,59,43,0,9,5,1,1,11,7,0,1,2,0,1
236,Paul Baysse\2515040a,fr FRA,DF,Bordeaux,fr Ligue 1,33,1988,0.1,2,4,31,6,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Noah Joel Sarenren Bazee\fbbc8e15,ng NGA,MFFW,Augsburg,de Bundesliga,24,1996,2.7,31,51,496,172,15,22,8,13,4,6,0,1,7,3,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0
238,Bebé\d8712bf9,cv CPV,FWMF,Rayo Vallecano,es La Liga,31,1990,9.6,211,342,3999,1039,103,122,68,107,34,89,2,1,49,7,10,41,21,6,6,3,5,0,6,2,1,2,0,1,0
239,Ihlas Bebou\a53b661f,tg TOG,FWDF,Hoffenheim,de Bundesliga,27,1994,23.2,456,631,7027,2245,247,315,151,206,33,52,2,7,45,14,0,53,42,1,3,5,2,0,6,3,0,1,2,0,0
240,Rodrigo Becão\19e4eab9,br BRA,DF,Udinese,it Serie A,25,1996,34.8,1114,1398,21142,7922,424,467,533,621,131,254,1,2,19,5,0,23,16,2,1,1,3,0,1,1,0,0,0,0,0
241,Mads Bech Sørensen\30db8574,dk DEN,DF,Brentford,eng Premier League,22,1999,9.3,388,500,8013,3011,130,152,189,223,65,110,0,0,2,0,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0
242,Sheraldo Becker\8eb55dbb,sr SUR,FWMF,Union Berlin,de Bundesliga,26,1995,19.5,385,610,7226,2266,168,232,148,229,58,107,6,4,37,18,1,74,63,1,2,1,6,1,10,8,0,2,0,0,0
243,Jan Bednarek\4115ce4e,pl POL,DF,Southampton,eng Premier League,25,1996,29.2,1185,1431,24493,7355,395,434,605,674,171,295,0,4,19,7,0,19,16,2,0,0,0,1,0,0,0,0,0,0,0
244,Donny van de Beek\50dc94ce,nl NED,MF,Manchester Utd,eng Premier League,24,1997,0.8,25,32,385,184,14,18,8,10,2,2,0,1,2,1,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0
245,Donny van de Beek\50dc94ce,nl NED,MF,Everton,eng Premier League,24,1997,5.4,202,241,3132,897,104,118,80,88,10,23,0,1,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
246,Asmir Begović\7b4de647,ba BIH,GK,Everton,eng Premier League,34,1987,3.0,35,84,1599,1285,2,2,10,10,23,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Valon Behrami\d3d758d8,ch SUI,MF,Genoa,it Serie A,36,1985,3.5,51,70,877,243,20,25,22,27,5,9,0,0,1,0,0,5,3,1,0,1,0,0,1,1,0,0,0,0,0
248,Kevin Behrens\30ae134d,de GER,FW,Union Berlin,de Bundesliga,30,1991,5.5,127,184,1872,389,74,100,42,59,8,14,2,2,16,7,0,19,14,0,2,2,1,0,3,1,0,0,1,1,0
249,Youcef Belaïli\1a248246,dz ALG,MFFW,Brest,fr Ligue 1,29,1992,9.2,274,390,5458,1822,125,149,84,107,57,108,2,3,16,6,2,34,17,9,3,3,2,0,5,3,0,1,0,1,0
250,Vid Belec\4f8ce0e1,si SVN,GK,Salernitana,it Serie A,31,1990,21.5,363,579,13951,10170,43,44,121,121,195,408,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
